tag_pk 	tag_title 	variable_phv 	variable_full_accession 	dataset_full_accession 	study_full_accession 	study_name 	study_phs 	study_version 	created 	modified 
74	Medication/supplement use	118771	phv00118771.v2.p2	pht001778.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:43:00+00:00	2018-08-24 00:43:00+00:00 
74	Medication/supplement use	226332	phv00226332.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:21:51+00:00	2018-08-24 16:21:51+00:00 
74	Medication/supplement use	226333	phv00226333.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:21:59+00:00	2018-08-24 16:21:59+00:00 
74	Medication/supplement use	226334	phv00226334.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:06+00:00	2018-08-24 16:22:06+00:00 
74	Medication/supplement use	226335	phv00226335.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:12+00:00	2018-08-24 16:22:12+00:00 
74	Medication/supplement use	226336	phv00226336.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:19+00:00	2018-08-24 16:22:19+00:00 
74	Medication/supplement use	226337	phv00226337.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:25+00:00	2018-08-24 16:22:25+00:00 
74	Medication/supplement use	226338	phv00226338.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:31+00:00	2018-08-24 16:22:31+00:00 
74	Medication/supplement use	226339	phv00226339.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:37+00:00	2018-08-24 16:22:37+00:00 
74	Medication/supplement use	226340	phv00226340.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:44+00:00	2018-08-24 16:22:44+00:00 
74	Medication/supplement use	226341	phv00226341.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:22:50+00:00	2018-08-24 16:22:50+00:00 
74	Medication/supplement use	226342	phv00226342.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:08+00:00	2018-08-24 16:23:08+00:00 
74	Medication/supplement use	226343	phv00226343.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:14+00:00	2018-08-24 16:23:14+00:00 
74	Medication/supplement use	226344	phv00226344.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:22+00:00	2018-08-24 16:23:22+00:00 
74	Medication/supplement use	226345	phv00226345.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:28+00:00	2018-08-24 16:23:28+00:00 
74	Medication/supplement use	226346	phv00226346.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:34+00:00	2018-08-24 16:23:34+00:00 
74	Medication/supplement use	226347	phv00226347.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:40+00:00	2018-08-24 16:23:40+00:00 
74	Medication/supplement use	226348	phv00226348.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:46+00:00	2018-08-24 16:23:46+00:00 
74	Medication/supplement use	226349	phv00226349.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:52+00:00	2018-08-24 16:23:52+00:00 
74	Medication/supplement use	226350	phv00226350.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:23:57+00:00	2018-08-24 16:23:57+00:00 
74	Medication/supplement use	226351	phv00226351.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:24:17+00:00	2018-08-24 16:24:17+00:00 
74	Medication/supplement use	226352	phv00226352.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:24:22+00:00	2018-08-24 16:24:22+00:00 
74	Medication/supplement use	226353	phv00226353.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:24:28+00:00	2018-08-24 16:24:28+00:00 
74	Medication/supplement use	226354	phv00226354.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:24:34+00:00	2018-08-24 16:24:34+00:00 
74	Medication/supplement use	226355	phv00226355.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:24:40+00:00	2018-08-24 16:24:40+00:00 
74	Medication/supplement use	226356	phv00226356.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:24:48+00:00	2018-08-24 16:24:48+00:00 
74	Medication/supplement use	226361	phv00226361.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:25:59+00:00	2018-08-24 16:25:59+00:00 
74	Medication/supplement use	226360	phv00226360.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:26:30+00:00	2018-08-24 16:26:30+00:00 
74	Medication/supplement use	258039	phv00258039.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:55:04+00:00	2018-08-24 16:55:04+00:00 
74	Medication/supplement use	258052	phv00258052.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:56:55+00:00	2018-08-24 16:56:55+00:00 
74	Medication/supplement use	258053	phv00258053.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:57:17+00:00	2018-08-24 16:57:17+00:00 
74	Medication/supplement use	258054	phv00258054.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:57:23+00:00	2018-08-24 16:57:23+00:00 
74	Medication/supplement use	258055	phv00258055.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 16:57:29+00:00	2018-08-24 16:57:29+00:00 
74	Medication/supplement use	258083	phv00258083.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:03:57+00:00	2018-08-24 17:03:57+00:00 
74	Medication/supplement use	258104	phv00258104.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:05:24+00:00	2018-08-24 17:05:24+00:00 
74	Medication/supplement use	258117	phv00258117.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:08:18+00:00	2018-08-24 17:08:18+00:00 
74	Medication/supplement use	258118	phv00258118.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:08:23+00:00	2018-08-24 17:08:23+00:00 
74	Medication/supplement use	258119	phv00258119.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:08:33+00:00	2018-08-24 17:08:33+00:00 
74	Medication/supplement use	258120	phv00258120.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:08:40+00:00	2018-08-24 17:08:40+00:00 
74	Medication/supplement use	258121	phv00258121.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:08:47+00:00	2018-08-24 17:08:47+00:00 
74	Medication/supplement use	258122	phv00258122.v1.p1	pht004715.v1.p1	phs000810.v1.p1	Hispanic Community Health Study /Study of Latinos (HCHS/SOL)	810	1	2018-08-24 17:08:52+00:00	2018-08-24 17:08:52+00:00 
74	Medication/supplement use	252997	phv00252997.v1.p1	pht005002.v1.p1	phs000956.v2.p1	Genetics of Cardiometabolic Health in the Amish	956	2	2018-08-24 17:15:17+00:00	2018-08-24 17:15:17+00:00 
74	Medication/supplement use	252999	phv00252999.v1.p1	pht005002.v1.p1	phs000956.v2.p1	Genetics of Cardiometabolic Health in the Amish	956	2	2018-08-24 17:15:38+00:00	2018-08-24 17:15:38+00:00 
74	Medication/supplement use	253021	phv00253021.v1.p1	pht005002.v1.p1	phs000956.v2.p1	Genetics of Cardiometabolic Health in the Amish	956	2	2018-08-24 17:22:34+00:00	2018-08-24 17:22:34+00:00 
74	Medication/supplement use	117455	phv00117455.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:35:15+00:00	2018-08-24 22:35:15+00:00 
74	Medication/supplement use	117454	phv00117454.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:35:24+00:00	2018-08-24 22:35:24+00:00 
74	Medication/supplement use	117453	phv00117453.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:35:31+00:00	2018-08-24 22:35:31+00:00 
74	Medication/supplement use	117452	phv00117452.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:35:38+00:00	2018-08-24 22:35:38+00:00 
74	Medication/supplement use	117451	phv00117451.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:35:46+00:00	2018-08-24 22:35:46+00:00 
74	Medication/supplement use	117450	phv00117450.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:35:54+00:00	2018-08-24 22:35:54+00:00 
74	Medication/supplement use	117449	phv00117449.v2.p2	pht001726.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:36:01+00:00	2018-08-24 22:36:01+00:00 
74	Medication/supplement use	117467	phv00117467.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:36:35+00:00	2018-08-24 22:36:35+00:00 
74	Medication/supplement use	117466	phv00117466.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:36:42+00:00	2018-08-24 22:36:42+00:00 
74	Medication/supplement use	117465	phv00117465.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:36:49+00:00	2018-08-24 22:36:49+00:00 
74	Medication/supplement use	117464	phv00117464.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:36:56+00:00	2018-08-24 22:36:56+00:00 
74	Medication/supplement use	117463	phv00117463.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:03+00:00	2018-08-24 22:37:03+00:00 
74	Medication/supplement use	117462	phv00117462.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:13+00:00	2018-08-24 22:37:13+00:00 
74	Medication/supplement use	117461	phv00117461.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:20+00:00	2018-08-24 22:37:20+00:00 
74	Medication/supplement use	117460	phv00117460.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:27+00:00	2018-08-24 22:37:27+00:00 
74	Medication/supplement use	117459	phv00117459.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:34+00:00	2018-08-24 22:37:34+00:00 
74	Medication/supplement use	117458	phv00117458.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:40+00:00	2018-08-24 22:37:40+00:00 
74	Medication/supplement use	117457	phv00117457.v2.p2	pht001727.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:37:47+00:00	2018-08-24 22:37:47+00:00 
74	Medication/supplement use	117476	phv00117476.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:11+00:00	2018-08-24 22:38:11+00:00 
74	Medication/supplement use	117475	phv00117475.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:17+00:00	2018-08-24 22:38:17+00:00 
74	Medication/supplement use	117474	phv00117474.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:25+00:00	2018-08-24 22:38:25+00:00 
74	Medication/supplement use	117473	phv00117473.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:32+00:00	2018-08-24 22:38:32+00:00 
74	Medication/supplement use	117472	phv00117472.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:40+00:00	2018-08-24 22:38:40+00:00 
74	Medication/supplement use	117471	phv00117471.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:47+00:00	2018-08-24 22:38:47+00:00 
74	Medication/supplement use	117470	phv00117470.v1.p2	pht001728.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:38:54+00:00	2018-08-24 22:38:54+00:00 
74	Medication/supplement use	117485	phv00117485.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:39:17+00:00	2018-08-24 22:39:17+00:00 
74	Medication/supplement use	117484	phv00117484.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:39:24+00:00	2018-08-24 22:39:24+00:00 
74	Medication/supplement use	117483	phv00117483.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:39:32+00:00	2018-08-24 22:39:32+00:00 
74	Medication/supplement use	117482	phv00117482.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:39:39+00:00	2018-08-24 22:39:39+00:00 
74	Medication/supplement use	117481	phv00117481.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:42:32+00:00	2018-08-24 22:42:32+00:00 
74	Medication/supplement use	117480	phv00117480.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:42:39+00:00	2018-08-24 22:42:39+00:00 
74	Medication/supplement use	117479	phv00117479.v2.p2	pht001729.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:42:45+00:00	2018-08-24 22:42:45+00:00 
74	Medication/supplement use	117494	phv00117494.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:09+00:00	2018-08-24 22:43:09+00:00 
74	Medication/supplement use	117493	phv00117493.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:15+00:00	2018-08-24 22:43:15+00:00 
74	Medication/supplement use	117492	phv00117492.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:21+00:00	2018-08-24 22:43:21+00:00 
74	Medication/supplement use	117491	phv00117491.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:28+00:00	2018-08-24 22:43:28+00:00 
74	Medication/supplement use	117490	phv00117490.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:34+00:00	2018-08-24 22:43:34+00:00 
74	Medication/supplement use	117489	phv00117489.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:41+00:00	2018-08-24 22:43:41+00:00 
74	Medication/supplement use	117488	phv00117488.v2.p2	pht001730.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:43:47+00:00	2018-08-24 22:43:47+00:00 
74	Medication/supplement use	117504	phv00117504.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:14+00:00	2018-08-24 22:44:14+00:00 
74	Medication/supplement use	117503	phv00117503.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:20+00:00	2018-08-24 22:44:20+00:00 
74	Medication/supplement use	117502	phv00117502.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:27+00:00	2018-08-24 22:44:27+00:00 
74	Medication/supplement use	117501	phv00117501.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:34+00:00	2018-08-24 22:44:34+00:00 
74	Medication/supplement use	117500	phv00117500.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:40+00:00	2018-08-24 22:44:40+00:00 
74	Medication/supplement use	117499	phv00117499.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:48+00:00	2018-08-24 22:44:48+00:00 
74	Medication/supplement use	117498	phv00117498.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:44:55+00:00	2018-08-24 22:44:55+00:00 
74	Medication/supplement use	117497	phv00117497.v2.p2	pht001731.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 22:45:02+00:00	2018-08-24 22:45:02+00:00 
74	Medication/supplement use	118387	phv00118387.v2.p2	pht001759.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-28 22:42:04+00:00	2018-08-28 22:42:04+00:00 
74	Medication/supplement use	118386	phv00118386.v2.p2	pht001759.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-28 22:42:11+00:00	2018-08-28 22:42:11+00:00 
74	Medication/supplement use	118579	phv00118579.v2.p2	pht001761.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-28 23:00:31+00:00	2018-08-28 23:00:31+00:00 
74	Medication/supplement use	118548	phv00118548.v2.p2	pht001761.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-28 23:00:38+00:00	2018-08-28 23:00:38+00:00 
74	Medication/supplement use	118547	phv00118547.v2.p2	pht001761.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-28 23:00:46+00:00	2018-08-28 23:00:46+00:00 
